,descriptions,id,scores
781,<START> 刺痛 毕业 大学生 <UNK> 工作 满 倒闭 全球 <UNK> 危机 环境 只能 混入 失业 大部队 <UNK> 游荡 南京 街头 <UNK> <UNK> 小偷 遭受 顿 毒打 好心 老人 无辜 <UNK> 小军 心中 愿望 回到 农村 农民 <UNK> 失魂落魄 小军 <UNK> 一个 摸爬滚打 <UNK> <UNK> 意外 陷入 场 <UNK> 交易 <UNK> 风波 <UNK> <UNK> 希望 导演 刘健 三年 <UNK> 剑 <UNK> 编剧 <UNK> 动画 工作 一身 誉为 中国 黑色 动画 长片 本部 动画 短片 入选 <UNK> 届 <UNK> <UNK> 最佳 动画 长片 奖 竞赛 单元 荣获 项 国内外 大奖 ©豆 瓣 <UNK> <UNK> <UNK> 张瑜 刘健 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,4894072,1
782,<START> 武侠 <UNK> 中国 西南 边陲 刘家村 <UNK> 妻子 阿玉 抚养 儿子 <UNK> <UNK> 日子 平淡 幸福 天 不速之客 打破 刘家村 平静 摧毁 金喜 一家 生活 <UNK> <UNK> 刚好 金喜 撞见 一阵 混乱 打斗 二匪 稀里糊涂 金喜 打死 政府 通缉 <UNK> <UNK> <UNK> <UNK> 金喜 <UNK> 英雄 看似 <UNK> <UNK> 误杀 一个 怀疑 名叫 徐百九 <UNK> 捕快 蛛丝马迹 二匪 系 死于 武功 <UNK> 手 徐百九 由此 留 村里 金喜 展开 连番 观察 调查 试探 过程 金喜 神秘 真实 身份 渐渐 浮出 水面 刘家村 面临 场 空前 危机 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 甄子丹 金城武 汤唯 陈可辛 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,4942776,1
783,<START> <UNK> 天使 年前 出色 车手 韩冰 未婚夫 背弃 选择 流光速 车队 搭档 游镁 牵手 遭受 精神 打击 如今 流光速 车队 教练 高峰 再次 找到 <UNK> 酒精 韩冰 邀请 参加 亚洲 <UNK> 大赛 带来 出租车 司机 出身 新 队员 小依 小依 心理 紧张 迟迟 状态 游镁 <UNK> 韩冰 再度 搭档 <UNK> <UNK> 老 对手 <UNK> <UNK> 韩冰 昔日 未婚夫 <UNK> 主持 <UNK> 登场 游镁 招致 麾下 <UNK> <UNK> 无 寻找 队员 时间 流光速 剩 推出 韩冰 小依 搭档 唯一 选择 小依 车祸 受伤 流光速 突破 重重 阻碍 重现 辉煌 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 汤唯 刘若英 林志颖 马楚成 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,5256418,1
784,<START> 美丽 谎言 港 妹妹 父母 抛弃 孤儿 幸运 远在 澳大利亚 一个 名叫 兰德尔 <UNK> 出手 相助 妹妹 才能 孤儿院 过上 衣食无忧 生活 妹妹 从未 见 救命 恩人 兰德尔 <UNK> 后者 <UNK> 各种各样 漂亮 <UNK> 之中 妹妹 印象 兰德尔 住在 幢 房子 家庭 幸福 富有 善良 次 意外 机会 妹妹 所在 孤儿院 来到 澳大利亚 参加 一个 活动 妹妹 偷偷 离开 队伍 独自 踏上 寻找 兰德尔 旅途 没 想到 现实 犹如 盆 <UNK> <UNK> 妹妹 头上 兰德尔 富有 自由 兰德尔 落魄 改变 妹妹 尊重 时间 流逝 种 类似 亲情 感情 ©豆 瓣 <UNK> <UNK> Guy Pearce <UNK> 盖·皮尔斯 <UNK> 金燕玲 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,5319823,1
785,<START> 星空 人生 <UNK> <UNK> 充满 <UNK> 13 岁 小女孩 <UNK> 爷爷 深山 度过 古朴 木屋 <UNK> 迷人 <UNK> 记忆 深处 遥远 笃定 <UNK> 终于 天 美要 离开 爸爸 妈妈 回到 城市 生活 繁华 都市 <UNK> 带给 些许 归属 感动 小美 类似 感受 频繁 父母 搬家 转学 男孩 <UNK> 境遇 心境 走到 要好 朋友 天 小美 爸爸 妈妈 选择 分手 终于 回到 深山 带 好 朋友 <UNK> 一同 <UNK> 久 <UNK> 星空 本片 著名 <UNK> 画家 米 同名 原著 改编 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 徐娇 <UNK> 刘若英 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,5993185,1
786,<START> 太极 <UNK> 零 清朝 <UNK> 内忧外患 传统 崩溃 <UNK> <UNK> 男孩 杨露禅 <UNK> 天生 肉角 相貌 奇异 吃 <UNK> 认定 这辈子 只能 混吃 死 唯独 杨母 儿子 露禅 天赋异禀 将来 <UNK> 大器 年龄 增长 露禅 渐渐 展现 异于 常人 能力 种种 拳脚 <UNK> <UNK> 头顶 肉角 触动 <UNK> 无 敌 高人 <UNK> <UNK> 天赋 <UNK> 高手 <UNK> 颜色 红 <UNK> 必 性命 虞 露禅 一路 颠沛流离 来到 陈家沟 <UNK> <UNK> 希望 <UNK> 保命 <UNK> <UNK> <UNK> 外人 所幸 神秘 老人 总 关键 时刻 暗中 指点 露禅 <UNK> 村民 <UNK> 一向 平静 山村 朝廷 <UNK> 铁道 面临 <UNK> 危机 陈家沟 成长 英国 学成 归国 <UNK> 铁道 总监 <UNK> 子敬 前途 不惜 牺牲 乡亲 利益 玉娘 子敬 青梅竹马 面对 爱人 背叛 <UNK> 不惜 性命 保护 家园 <UNK> 领 机械 怪兽 特洛伊 直捣 村口 威胁 村民 <UNK> <UNK> <UNK> <UNK> 露禅 神秘 老人 指点 玉娘 并肩 <END> <PAD> <PAD>,5996800,1
787,<START> <UNK> 1949年 新 中国 建立 初 江山 <UNK> <UNK> 和平 表象 硝烟 战争 早已 拉开 序幕 <UNK> 台湾 国民党 接连 大陆 派出 特工 伺机 破坏 应对 接二连三 破坏 活动 中共 成立 情报 部门 701局 敌方 展开 连番 较量 <UNK> <UNK> 701局 控制 <UNK> 莫名 消失 查清 消失 电台 下落 701局 负责人 <UNK> 授命 代号 <UNK> <UNK> 上海 寻找 耳力 超群 钢琴 <UNK> <UNK> 耳 阴差阳错 学宁 找到 <UNK> 徒弟 耳力 超群 盲人 <UNK> 阿兵 阿兵 不负众望 层层 严苛 考试 工作 一鸣惊人 残酷 <UNK> 战争 阿兵 学宁 某种 情愫 暗暗 滋生 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 梁朝伟 周迅 范晓萱 麦兆辉 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6041191,1
788,<START> <UNK> 大海 战 <UNK> 李鸿章 <UNK> <UNK> 下令 建立 <UNK> <UNK> 洋人 <UNK> 西洋 海军 知识 邓世昌 前来 报考 刘步蟾 兄妹 相助 一鸣惊人 <UNK> 邓世昌 送 同学们 赴 英国 皇家 海军 学院 深造 4 邓世昌 代表 朝廷 迎接 同学 <UNK> 伦敦 街头 偶遇 刘步蟾 妹妹 教训 挑衅 洋人 <UNK> 邓世昌 刘步蟾 <UNK> <UNK> <UNK> <UNK> 对话 日后 国 海上 交锋 <UNK> 伏笔 李鸿章 组建 北洋 水师 <UNK> <UNK> 英国 定制 铁甲舰 慈禧 <UNK> <UNK> 日本 天皇 号召 <UNK> <UNK> <UNK> 铁甲舰 <UNK> <UNK> <UNK> 侵略 <UNK> 北洋 水师 <UNK> <UNK> <UNK> 刘步蟾 邓世昌 镇远 号 <UNK> 号 将士 <UNK> 日本 遭遇 <UNK> 事件 大战 一触即发 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 陆毅 夏雨 <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6080772,1
789,<START> 蛋炒饭 上世纪 七十年代 老 北京 胡同 住 孩子 <UNK> <UNK> <UNK> 青梅竹马 <UNK> 大卫 祖上 宫廷 <UNK> <UNK> <UNK> 父亲 国营 饭店 <UNK> 一身 绝学 最终 遗憾 带到 一个 世界 <UNK> <UNK> 饭店 一个 糟糕 蛋炒饭 只能 <UNK> <UNK> 工作 时代 沧桑 巨变 社会 越来越 开放 浮躁 气息 寻找 出路 <UNK> 茉莉 相恋 最终 分手 外出 闯荡 世界 怀有 <UNK> 茉莉 终究 愿 接受 爱恋 大卫 转而 南下 追寻 心中 明星 梦 借着 新 <UNK> <UNK> 大卫 <UNK> 国营 饭店 干出 一番 事业 时光 流转 旧日 好友 你来我往 从不 驻留 <UNK> <UNK> 光怪陆离 人生 <UNK> 飞速 <UNK> 离奇 世界 ©豆 瓣 <UNK> <UNK> 黄渤 <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6083109,1
790,<START> <UNK> 舒楠 <UNK> 律师 资格 <UNK> <UNK> 耿直 执拗 接 <UNK> 案子 <UNK> 摆摊 卖 书 境地 一个 偶然 事件 使 舒楠 走到 职业 <UNK> 怀孕 女孩 晓雨 住 房屋 倒塌 <UNK> 决心 状告 房产 开发商 索取 巨额 赔偿 舒楠 <UNK> <UNK> 场 漂亮 官司 赚 笔 <UNK> <UNK> <UNK> 舒楠 发现 一连串 蹊跷 事 晓雨 开发商 <UNK> 晓雨 男友 <UNK> 扮演 角色 房地产 老板 轻易 答应 <UNK> 数字 赔偿 <UNK> 想 舒楠 感觉 落入 一个 <UNK> <UNK> ...... ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 沙溢 瞿颖 <UNK> 江涛 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6087768,1
791,<START> 名捕 巍巍 京城 <UNK> 时有 捕神 率领 六扇门 高手 云集 作风 <UNK> 朝廷 只手遮天 人物 <UNK> 京城 <UNK> <UNK> <UNK> 扇 <UNK> 捕快 冷血 策划 抓捕 疑犯 <UNK> 组 人马 大打出手 对方 诸葛 正 统领 神侯府 手下 无情 铁手 身怀 绝技 高手 捕神 神侯府 目的 颇 猜疑 遂 <UNK> 赶走 冷血 潜入 神侯府 调查 诸葛 真 <UNK> 冷血 无情 铁手 江湖 追命 名捕 声名 显赫 来自 六扇门 <UNK> 暗藏 不可告人 秘密 阴谋 本片 温瑞安 同名 武侠 小说 改编 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 饰）、铁手（邹兆龙 <UNK> <UNK> <UNK> 邓超 刘亦菲 郑中基 陈嘉上 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6124012,1
792,<START> 幸福 <UNK> 孪生 姐妹 李晓红 <UNK> 父母 离异 分开 人生 变 迥然不同 广告 公关 李晓红 多年 上司 情人 终于 不堪 忍受 等待 心生 厌倦 <UNK> <UNK> 男友 <UNK> 朋友 欺骗 导致 房产 岌岌可危 晓青 一怒之下 分手 晓红 酒店 <UNK> <UNK> 拥有 无 <UNK> 富二代 张全 一番 激情 过后 布下 情网 失业 晓青 寻找 工作 巧遇 晓红 后者 安排 参加 <UNK> 得以 家族 实力 青年 沈涛 晓青 办 张 <UNK> 奋力 搏 试图 <UNK> 沈涛 青睐 晓红 如愿 张全 求婚 性格 姐妹 幸福 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 林志玲 廖凡 陈坤 陈正道 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6225992,1
793,<START> 西柏坡 该片 儿童 团员 革命 后代 挫败 敌人 <UNK> 西柏坡 情节 主线 讲述 发生 革命 圣地 动人 故事 儿童 <UNK> 核桃 带 <UNK> <UNK> 小伙伴 <UNK> 瞒 大人们 偷偷 前线 参军 途中 意外 遇见 山里 寻找 <UNK> 敌人 <UNK> 得知 敌人 打算 <UNK> 轰炸 西柏坡 党中央 <UNK> 阴谋 核桃 立刻 返回 村子 报信 核桃 带领 孩子们 穿过 <UNK> <UNK> <UNK> <UNK> 一路 追踪 敌人 周旋 最终 核桃 生命 危险 掩护 伙伴们 逃脱 报信 西柏坡 <UNK> 迎来 新 中国 诞生 <UNK> <UNK> 刘纯燕 陈佩斯 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6394372,1
794,<START> <UNK> <UNK> 台 疯狂 <UNK> <UNK> <UNK> 预谋 发动 次 世界 大战 制造 场 <UNK> 爆炸 致使 <UNK> <UNK> <UNK> 美国 海军 派出 海底 经验 名声 <UNK> <UNK> 潜水 <UNK> <UNK> <UNK> <UNK> 前去 调查 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6538807,1
795,<START> 倾城 泪 滴 泪 罹患 <UNK> 美丽 少女 力妹 不曾 病魔 <UNK> 乐观 精神 感染 医院 一个 病人 <UNK> 本该 <UNK> 忧伤 医院 犹如 人间 天堂 这天 身患 <UNK> 富二代 游乐 入住 医院 绝望 愤怒 情绪 很快 力妹 <UNK> 笑容 消解 医院 人生 快乐 <UNK> 滴 泪 <UNK> 无数 人才 信义 音乐 学院 面临 破产 挽救 学校 了却 <UNK> 心愿 <UNK> 召集 毕业 学生 <UNK> 场 <UNK> 曾 同学 <UNK> <UNK> 国际 小提琴 <UNK> 杨琳 谈 恋爱 <UNK> 奉命 邀请 杨琳 出席 滴 泪 底层 小青年 陈升 艰苦 打拼 终于 事业 成就 迎娶 苦恋 多年 女友 <UNK> 场 意外 发生 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 周冬雨 李治廷 任贤齐 黄真真 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6738760,1
796,<START> 英雄 喋血 <UNK> <UNK> 集团 <UNK> 打造 英雄 电影 香港 导演 赵崇基 执导 讲述 群 热血 <UNK> 风华正茂 青年 投身 革命 事业 自由 民主 不惜 <UNK> <UNK> 谢君豪 <UNK> <UNK> 赵崇基 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6792683,1
797,<START> <UNK> 混血 美女 <UNK> 白富美 女孩 安妮 大学 同学 当初 喜欢 帅气 实习 老师 骆嘉 安妮 主动 追求 最终 骆 老师 情侣 毕业 背景 文馨 一家 发廊 受 <UNK> 安妮 骆 老师 美国 同居 月 回国 男友 结婚 <UNK> 骆 老师 打算 文馨 求婚 恼羞成怒 安妮 情人节 当天 绑架 文馨 试图 杀害 这位 闺蜜 一番 搏斗 文馨 陷入 昏迷 再次 醒来 发现 <UNK> 长达 月 记忆 空白 安妮 下落不明 骆嘉 <UNK> 恋情 诡异 事件 相继 身边 发生 安妮 充满 怨念 鬼魂 文馨 体内 命运 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 任泉 李威 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6793319,1
798,<START> <UNK> <UNK> 约 中年 文艺 <UNK> <UNK> 妻子 丁雪莉 结婚 十五 激情 早已 <UNK> <UNK> <UNK> 使 再度 <UNK> 生命 意义 感到 婚姻 <UNK> 提出 离婚 <UNK> 影响 <UNK> 立下 <UNK> 合约 <UNK> 离婚 时期 赵敬初 离婚 消息 很快 好友 泄露 执着 中意 赵敬初 平面 模特 发动 猛烈 攻势 赵敬初 <UNK> <UNK> 时刻 <UNK> <UNK> <UNK> 男人 感情 生活 乖巧 女儿 薇薇 早已 知晓 父母 变化 利用 影响 学习 借口 百般 促使 父母 和好 一系列 经历 赵敬初 丁雪莉 发现 生活 真谛 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 耿乐 <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6849069,1
799,<START> 光辉 岁月 清朝 末年 局势 动荡 乱相 <UNK> <UNK> <UNK> 起义 南国 革命 <UNK> 铁云 志同道合 战友 勇闯 <UNK> <UNK> 黄金 购买 军火 再次 <UNK> 途中 <UNK> <UNK> <UNK> <UNK> <UNK> 伏击 关键 时刻 幸 满腔 <UNK> <UNK> 卓知府 出手 相救 卓知府 <UNK> <UNK> 虽身 <UNK> 派 仍 国家 命运 寄托 铁云 身上 安排 前往 黄金峡 寻找 善良 热情 不乏 <UNK> 猫 老板 为此 甘愿 <UNK> <UNK> 性命 猫 老板 曾 参加 <UNK> <UNK> 勇士 守护 黄金峡 云集 来自 <UNK> <UNK> 讲 革命 关心 政治 安宁 所在 世外桃源 生活 铁云 到来 黄金峡 宁静 打破 隐退 江湖 英雄们 <UNK> <UNK> 手 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 曾志伟 <UNK> 梁咏琪 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6890737,1
800,<START> 亲家 过年 雪伦 丹丹 一对 儿 <UNK> 夫妻 雪伦 婚后 创业 急需 资金 丹丹 母亲 北京 购买 婚房 出售 资助 雪伦 夫妻俩 租住 四合院 平房 暂时 <UNK> 春节 雪伦 远在 黑龙江 父亲 母亲 决意 北京 儿子 过年 丹丹 云南 母亲 一家 恰巧 赴 <UNK> 春节 丹丹 当初 瞒 母亲 房子 出售 只好 <UNK> 借住 数 日 <UNK> 母亲 隐瞒 赞助 雪伦 事实 家长 <UNK> 夫妻 总算 瞒天过海 隐藏 真相 家长 此次 来京 并非 儿女 <UNK> 热闹 年关 引发 诸多 喜剧 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 文章 张丰毅 <UNK> 叶伟民 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6971017,1
801,<START> 致 终将 逝去 青春 18 岁 郑微 终于 如愿 考上 青梅竹马 邻家 大哥哥 <UNK> 学校 <UNK> 满 <UNK> <UNK> 步入 大学 校园 遭遇 打击 林静 出国 留学 <UNK> 郑微 倍感 失落 <UNK> 时刻 室友 阮莞 <UNK> <UNK> 师哥 老张 <UNK> 深厚 友谊 富家 公子 <UNK> <UNK> 郑微 展开 疯狂 追求 备受 男生 阮莞 特有 清冷 守护 <UNK> <UNK> 忠贞 次 偶然 误会 使 郑微 老张 室友 陈孝 <UNK> <UNK> 一次次 反击 郑微 发现 爱上 表面 冷酷 内心 善良 高材生 疯狂 反击 演变 <UNK> <UNK> 追求 陈孝正 终于 <UNK> 之下 <UNK> 投降 欢喜 冤家 终成 甜蜜 恋人 大四 毕业 之际 郑微 生活 再次 经受 考验 陈孝 正 <UNK> 出国 留学 <UNK> 迟迟 敢 告诉 郑微 感觉 再次 欺骗 郑微 痛苦 离开 陈孝正 多年 郑微 蜕变 职场 白领 丽人 竟 再次 品尝 命运 <UNK> 带 <UNK> 爱意 林静 陈孝正 回到 生活 郑微 昔日 <UNK> 飞龙 <END> <PAD> <PAD>,6973376,1
